service_type,min_day_of_week_AVAILABLE,min_day_of_week_OTW_DROPOFF,min_day_of_week_OTW_PICKUP,min_day_of_week_UNAVAILABLE,days_diff_AVAILABLE,days_diff_OTW_DROPOFF,days_diff_OTW_PICKUP,days_diff_UNAVAILABLE,max_distance_AVAILABLE,max_distance_OTW_DROPOFF,max_distance_OTW_PICKUP,max_distance_UNAVAILABLE,total_distance_AVAILABLE,total_distance_OTW_DROPOFF,total_distance_OTW_PICKUP,total_distance_UNAVAILABLE,max_time_diff_AVAILABLE,max_time_diff_OTW_DROPOFF,max_time_diff_OTW_PICKUP,max_time_diff_UNAVAILABLE,total_time_diff_AVAILABLE,total_time_diff_OTW_DROPOFF,total_time_diff_OTW_PICKUP,total_time_diff_UNAVAILABLE,avg_velocity_AVAILABLE,avg_velocity_OTW_DROPOFF,avg_velocity_OTW_PICKUP,avg_velocity_UNAVAILABLE,is_weekend_AVAILABLE,is_weekend_OTW_DROPOFF,is_weekend_OTW_PICKUP,is_weekend_UNAVAILABLE,is_business_hour_AVAILABLE,is_business_hour_OTW_DROPOFF,is_business_hour_OTW_PICKUP,is_business_hour_UNAVAILABLE,min_date_cos_AVAILABLE,min_date_cos_OTW_DROPOFF,min_date_cos_OTW_PICKUP,min_date_cos_UNAVAILABLE,min_date_sin_AVAILABLE,min_date_sin_OTW_DROPOFF,min_date_sin_OTW_PICKUP,min_date_sin_UNAVAILABLE,start_hour_cos_AVAILABLE,start_hour_cos_OTW_DROPOFF,start_hour_cos_OTW_PICKUP,start_hour_cos_UNAVAILABLE,start_hour_sin_AVAILABLE,start_hour_sin_OTW_DROPOFF,start_hour_sin_OTW_PICKUP,start_hour_sin_UNAVAILABLE,end_hour_cos_AVAILABLE,end_hour_cos_OTW_DROPOFF,end_hour_cos_OTW_PICKUP,end_hour_cos_UNAVAILABLE,end_hour_sin_AVAILABLE,end_hour_sin_OTW_DROPOFF,end_hour_sin_OTW_PICKUP,end_hour_sin_UNAVAILABLE,min_acc_AVAILABLE,min_acc_OTW_DROPOFF,min_acc_OTW_PICKUP,min_acc_UNAVAILABLE,max_acc_AVAILABLE,max_acc_OTW_DROPOFF,max_acc_OTW_PICKUP,max_acc_UNAVAILABLE,mean_acc_AVAILABLE,mean_acc_OTW_DROPOFF,mean_acc_OTW_PICKUP,mean_acc_UNAVAILABLE,median_acc_AVAILABLE,median_acc_OTW_DROPOFF,median_acc_OTW_PICKUP,median_acc_UNAVAILABLE,service_type_is_na,label_is_na,min_day_of_week_AVAILABLE_is_na,min_day_of_week_OTW_DROPOFF_is_na,min_day_of_week_OTW_PICKUP_is_na,min_day_of_week_UNAVAILABLE_is_na,days_diff_AVAILABLE_is_na,days_diff_OTW_DROPOFF_is_na,days_diff_OTW_PICKUP_is_na,days_diff_UNAVAILABLE_is_na,max_distance_AVAILABLE_is_na,max_distance_OTW_DROPOFF_is_na,max_distance_OTW_PICKUP_is_na,max_distance_UNAVAILABLE_is_na,avg_velocity_AVAILABLE_is_na,avg_velocity_UNAVAILABLE_is_na,service_type_GO_RIDE,days_diff_AVAILABLE_1.0,days_diff_AVAILABLE_1,days_diff_OTW_DROPOFF_1.0,days_diff_OTW_DROPOFF_1,days_diff_OTW_PICKUP_1.0,days_diff_OTW_PICKUP_1,days_diff_UNAVAILABLE_1.0,days_diff_UNAVAILABLE_1
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5001045232887555,0.37402361439516674,0.17514948286121446,1.547012029616098,3.988516201864553,4.082278579826472,0.25603896883962374,1.5689738728870548,1805.0,34.0,30.0,2031.0,2772.0,1397.0,385.0,2486.0,5.179891171252666,10.51983027013264,2.3941306177211574,2.2720458336256626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.7071067811865474,0.7071067811865474,0.7071067811865474,0.7071067811865474,-0.7071067811865477,-0.7071067811865477,-0.7071067811865477,-0.7071067811865477,0.8660254037844384,0.8660254037844384,0.7071067811865474,0.8660254037844384,-0.5000000000000004,-0.5000000000000004,-0.7071067811865477,-0.5000000000000004,0.01,3.0,0.01,0.01,25.653,1299.999,24.139,5.45,1.5262117647058824,30.926352941176468,7.371369565217391,2.8525,0.5,8.046,6.672,2.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
1,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.7042119248619374,0.17417708249144317,0.11402089191059252,0.0,1.7414929866401128,1.8629074203858755,0.6208321074739549,0.0,1140.0,11.0,17.0,0.0,1755.0,710.0,410.0,0.0,3.5722933059284365,9.445727765336834,5.4512087485517995,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,0.2588190451025203,0.2588190451025203,0.2588190451025203,0.2588190451025203,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,0.2588190451025203,0.2588190451025203,0.2588190451025203,0.2588190451025203,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,-0.9659258262890684,0.01,3.0,3.0,6.432,8.576,96.0,94.0,6.432,4.461409090909091,19.27613888888889,26.392780487804878,6.432,4.1295,5.092,9.093,6.432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,False
1,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5213109566127592,0.018991998975970075,1.2091475852404778,0.0,1.4406946439197914,0.051748147265308186,2.3200239667747615,1505.0,57.0,19.0,1518.0,2073.0,648.0,681.0,1960.0,0.0,8.00385913288773,0.27355848774612257,4.261268510402623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6234898018587334,0.6234898018587334,0.6234898018587334,0.6234898018587334,-0.7818314824680299,-0.7818314824680299,-0.7818314824680299,-0.7818314824680299,-0.7071067811865479,-0.5000000000000004,-0.7071067811865479,-0.7071067811865479,-0.7071067811865471,-0.8660254037844384,-0.7071067811865471,-0.7071067811865471,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,0.01,11.593,0.01,0.01,0.01,1124.0,25.881,1124.0,0.01,86.04734426229508,13.38125,260.146,0.01,17.866,15.185,76.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9902459376114434,0.1617331155612876,0.13984280555089706,0.0,6.215537325625935,3.218995453128385,1.241942859551327,0.0,2126.0,13.0,10.0,0.0,2738.0,1280.0,820.0,0.0,8.172364635592903,9.053424711923585,5.452432066322899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.2588190451025203,0.5000000000000001,0.5000000000000001,0.5000000000000001,-0.9659258262890684,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,0.01,3.586,0.01,0.01,8.576,38.592,1200.0,0.01,2.419642857142857,9.74846511627907,96.54865060240964,0.01,0.01,7.504,19.309,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False
0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4035826040999264,0.22430613231223923,0.3234345276394547,0.0,0.4035826040999264,0.5765191204473165,0.7148664965356661,0.0,199.0,13.0,12.0,0.0,248.0,260.0,400.0,0.0,5.858457156289254,7.982572436962843,6.433798468820996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,-0.22252093395631434,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.9749279121818236,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,-0.8660254037844386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.4237492930851632,0.17650057362476954,1.4800826405935925,0.0,1.5305347181514757,2.236283278230926,2.515653951948769,0.0,920.0,10.0,583.0,0.0,1017.0,560.0,1483.0,0.0,5.417822011155667,14.376106788627382,6.106779654090067,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,-0.7071067811865479,-0.7071067811865479,-0.7071067811865479,-0.7071067811865479,-0.7071067811865471,-0.7071067811865471,-0.7071067811865471,-0.7071067811865471,-0.7071067811865479,-0.7071067811865479,-0.7071067811865479,-0.7071067811865479,-0.7071067811865471,-0.7071067811865471,-0.7071067811865471,-0.7071067811865471,3.0,3.0,3.0,3.0,7.428,4.492,59.387,3.0,3.5328000000000004,3.6268421052631576,5.562571428571429,3.0,3.0,3.9,3.9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False
1,3.0,0.0,3.0,3.0,0.0,1,0.0,0.0,0.30761254629392526,0.0,0.9453283626589829,0.0,3.812693556336123,0.0,0.9922164844276306,0.0,333.0,0.0,539.0,0.0,1461.0,0.0,872.0,0.0,9.39472744887751,0.0,4.0963065870865485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.900968867902419,0.0,-0.900968867902419,-0.900968867902419,0.43388373911755823,0.0,0.43388373911755823,0.43388373911755823,-0.25881904510252063,0.0,-0.25881904510252063,-1.8369701987210297e-16,-0.9659258262890683,0.0,-0.9659258262890683,-1.0,-1.8369701987210297e-16,0.0,-1.8369701987210297e-16,-1.8369701987210297e-16,-1.0,0.0,-1.0,-1.0,3.0,0.0,3.0,3.9,3.929,0.0,3.699,3.9,3.6052666666666666,0.0,3.058727272727273,3.9,3.822,0.0,3.0,3.9,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,False,False,False,False,True,False,False,False,False
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.2220057997183154,0.2522557009035794,0.042292016365047064,3.227619116675447,3.228099759949379,4.188003897146077,0.26890899532593343,3.227619116675447,1413.0,24.0,75.0,1615.0,1573.0,930.0,455.0,1615.0,7.387895191238248,16.211627988952554,2.1276316113700227,7.19469276782143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.6234898018587336,0.7818314824680298,0.7818314824680298,0.7818314824680298,0.7818314824680298,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,-0.8660254037844384,-0.25881904510252063,-0.25881904510252063,-0.5000000000000004,-0.25881904510252063,-0.9659258262890683,-0.9659258262890683,-0.8660254037844384,-0.9659258262890683,3.0,3.0,3.0,3.0,3.0,48.798,62.392,3.0,3.0,7.942032967032968,19.617560975609756,3.0,3.0,3.9,18.593,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1,2.02764733485181,0.1593944077541806,0.04198671805496553,0.0,3.289472704853296,2.9490984280720305,0.11400774782568728,0.0,904.0,29.0,11.0,0.0,1862.0,680.0,201.0,0.0,6.359882780597135,15.612874030969571,2.0419298118033544,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.2225209339563146,-0.2225209339563146,-0.2225209339563146,0.0,-0.9749279121818236,-0.9749279121818236,-0.9749279121818236,0.0,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,4.308,4.878,4.372,0.0,11.0,21.25,9.0,0.0,6.0222371134020625,8.51483076923077,5.209666666666667,0.0,5.346,8.0,4.986,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157505617948227,0.9830802669373759,0.1616506564364645,1.9860283433921273,2.315011235896454,2.587062894574887,0.6162005832434325,3.8248399851241306,1588.0,126.0,22.0,1399.0,2188.0,634.0,350.0,1956.0,3.8089764393177483,14.689947035441,6.33806314193245,7.039582794706989,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,-0.8660254037844388,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,-0.4999999999999997,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
